cgpa,iq,communication,internship,placed
9.5,96,10,0,1
10.0,129,9,1,1
8.5,90,6,1,0
6.9,128,6,0,1
9.0,93,6,0,1
5.0,136,4,0,1
5.4,95,7,0,0
7.2,135,5,1,1
7.4,123,9,1,1
6.0,114,9,0,1
5.7,134,9,1,1
8.8,104,8,0,1
5.0,140,5,0,1
9.0,143,6,0,0
7.0,97,10,0,1
7.5,130,10,0,1
8.4,92,7,1,1
9.0,132,8,0,1
9.0,145,5,1,1
5.1,98,10,0,1
9.4,130,8,1,1
5.2,130,4,0,0
8.2,121,5,0,1
5.9,137,9,0,1
5.2,94,6,1,0
9.2,120,5,1,1
6.5,123,7,0,1
7.4,133,8,0,1
7.5,127,6,1,1
6.6,92,10,0,0
9.5,125,5,1,1
8.3,141,10,1,1
9.8,140,4,1,0
5.2,95,7,0,0
6.2,135,9,1,1
7.8,135,10,0,1
9.0,90,8,1,1
8.6,113,9,1,0
9.2,92,6,1,1
6.0,87,10,0,1
10.0,136,9,0,1
9.4,142,7,1,1
7.9,98,5,1,1
6.5,132,10,0,1
5.9,131,10,0,0
6.2,97,9,0,1
6.4,107,5,0,0
5.2,126,10,1,0
8.7,104,8,0,0
8.1,111,8,0,1
6.0,105,6,0,1
5.3,113,5,0,1
8.5,91,8,1,1
5.7,88,9,0,0
7.4,110,7,0,1
6.3,106,8,1,1
9.6,117,9,1,1
8.2,86,5,0,1
6.2,109,9,0,1
7.7,98,8,0,0
6.2,117,10,0,0
5.0,120,8,0,0
8.4,142,8,0,1
8.6,130,9,1,1
9.9,125,8,1,1
5.5,94,10,1,0
5.3,88,5,1,0
8.3,87,10,1,1
9.9,95,8,0,1
8.3,88,6,1,1
6.7,114,4,1,1
7.4,114,5,0,1
8.5,128,9,0,1
7.5,106,10,1,1
5.7,88,9,0,1
8.0,97,10,1,1
9.3,114,10,0,1
6.7,137,7,1,1
9.6,92,6,1,1
6.6,131,7,0,1
10.0,93,7,1,1
9.5,114,5,0,1
9.1,143,5,1,1
5.8,124,5,0,1
7.9,137,7,0,1
5.6,137,6,1,1
6.3,107,6,1,1
9.8,93,6,1,1
9.7,109,4,1,1
6.6,83,7,1,1
6.7,95,4,0,1
8.5,132,6,0,1
6.9,101,5,0,1
6.9,131,9,1,1
9.9,94,9,1,1
6.9,83,5,0,1
7.2,97,10,0,1
9.6,139,7,1,1
6.5,139,4,0,1
8.4,114,4,0,0
7.8,134,7,1,1
9.4,133,5,1,1
8.6,81,9,1,1
9.1,88,8,1,1
8.6,90,8,1,1
5.3,139,8,0,0
8.1,93,4,1,1
7.7,117,8,0,0
8.2,132,7,0,1
7.2,126,9,0,0
8.9,135,6,1,1
7.0,98,8,1,0
5.1,106,9,1,1
5.2,100,8,0,0
7.4,117,9,0,1
5.5,108,6,0,0
7.8,81,6,1,0
7.4,130,8,0,1
7.5,111,5,0,1
5.3,132,4,0,1
6.5,90,9,0,0
6.8,82,5,0,0
9.7,104,4,0,1
5.5,96,8,1,1
9.2,101,7,0,0
6.0,133,7,1,1
6.5,103,9,1,1
6.0,113,10,0,1
9.2,119,9,1,1
6.8,115,9,0,1
8.2,95,9,1,1
6.1,123,10,0,1
8.6,95,8,0,0
10.0,100,10,0,1
5.6,131,8,0,1
7.2,83,5,0,0
5.0,82,7,0,0
9.4,88,9,1,1
5.7,95,10,1,1
5.4,105,8,0,0
8.1,105,8,1,1
7.0,111,6,1,0
7.6,131,6,1,1
10.0,137,5,0,1
6.5,83,7,0,1
9.6,114,9,0,1
8.1,124,7,0,1
9.6,123,7,0,1
6.1,132,9,0,1
5.5,106,9,0,0
5.9,102,5,0,0
7.7,117,9,1,1
9.8,88,7,1,1
5.5,95,6,1,1
8.5,104,10,1,1
9.1,125,8,1,1
6.2,119,9,1,1
7.3,99,6,0,0
9.1,104,6,0,1
5.0,88,4,0,0
9.8,112,5,0,1
8.9,107,7,0,0
7.0,112,9,0,1
5.6,145,5,1,1
6.0,126,8,0,0
9.6,89,4,1,1
9.2,90,8,1,1
9.6,117,7,0,1
5.2,94,5,0,0
8.3,94,6,0,1
5.0,142,8,1,0
8.2,106,6,0,0
5.1,126,6,1,1
9.0,93,9,0,0
9.4,82,4,0,0
5.9,84,7,0,1
9.1,113,9,1,1
8.7,143,6,0,1
6.8,107,5,0,1
9.7,99,10,1,1
8.1,91,5,1,1
5.1,82,7,0,0
5.9,130,5,1,1
8.6,99,4,1,1
5.2,116,6,0,0
5.5,137,8,1,1
8.2,86,5,0,1
5.8,132,5,0,1
7.2,109,6,0,1
8.9,126,6,0,1
8.3,135,9,1,1
6.1,94,8,0,1
9.9,83,7,0,0
9.5,85,7,0,1
9.7,125,4,1,1
6.4,111,6,0,0
5.6,133,6,0,1
8.5,80,9,0,0
9.9,119,9,0,1
8.3,126,4,0,1
7.5,116,7,1,1
8.3,129,10,0,1
5.6,145,9,1,1
7.4,120,9,1,1
5.5,94,9,1,1
8.4,113,5,1,1
7.1,93,8,1,1
8.3,94,5,0,1
6.3,108,6,0,0
5.1,144,8,0,1
8.3,126,8,1,1
8.6,135,8,1,1
9.9,87,6,1,1
8.1,106,5,0,1
7.3,125,5,1,1
9.2,93,9,0,1
7.8,118,7,1,1
9.0,86,8,0,1
5.0,122,7,0,0
8.8,141,8,0,1
9.3,127,4,1,1
5.5,118,7,1,1
5.9,141,8,1,1
5.7,142,6,1,1
7.7,126,9,0,1
8.6,140,9,1,1
6.1,106,6,0,0
8.1,127,8,1,1
9.3,108,8,1,1
9.8,107,7,0,1
7.2,112,5,1,1
8.3,138,8,1,1
9.0,115,7,1,1
7.8,91,6,0,0
5.6,100,7,0,1
7.8,122,8,0,1
6.5,133,4,1,1
9.5,98,4,1,1
5.9,107,4,0,0
6.7,91,10,1,1
7.9,136,7,0,0
8.8,90,6,0,0
9.1,122,4,0,1
8.1,141,9,1,1
9.5,86,5,1,1
7.2,102,8,1,1
6.5,105,8,1,0
7.4,130,9,0,1
7.2,104,10,0,1
7.5,141,9,0,1
8.6,99,9,0,1
5.1,141,5,0,1
6.3,97,9,0,0
9.5,106,6,1,1
6.2,109,7,0,0
9.2,120,10,1,1
7.4,113,9,1,1
6.7,116,4,1,1
5.8,140,4,0,0
7.8,118,7,1,1
10.0,87,8,1,1
7.3,81,10,1,1
6.6,132,9,1,1
8.0,142,8,0,1
8.2,129,5,0,1
5.4,86,7,0,1
6.1,106,4,0,0
9.2,96,9,1,1
6.9,113,9,1,1
9.6,101,5,0,1
7.7,116,7,0,1
7.5,85,6,1,1
6.9,82,9,1,1
7.7,107,10,1,1
9.6,88,9,1,1
6.9,137,4,0,1
9.5,113,8,0,1
6.3,116,5,0,1
8.3,141,4,0,0
9.9,105,5,1,1
9.2,122,8,1,1
7.0,138,7,0,0
7.3,140,4,1,1
7.1,113,7,1,1
8.9,121,4,1,1
8.9,142,5,1,1
7.2,86,8,1,1
8.3,125,5,0,0
5.9,105,4,0,0
9.2,116,8,1,1
8.9,98,6,1,1
7.5,145,4,0,1
5.2,119,9,0,0
8.2,127,7,1,1
7.7,98,7,0,1
7.1,136,10,0,1
6.8,118,10,0,1
7.5,143,6,0,1
8.3,144,7,0,1
5.3,84,4,0,0
6.3,100,5,1,0
7.6,122,8,0,1
6.4,109,8,0,0
7.8,107,7,0,1
10.0,97,5,1,1
6.2,137,5,1,1
9.8,130,8,0,1
6.1,135,6,0,1
8.0,134,9,1,1
8.0,132,9,0,1
7.7,110,10,1,1
7.0,132,7,0,1
6.8,143,10,0,1
7.5,144,6,0,1
7.9,116,6,0,1
7.6,131,6,1,0
8.5,95,7,1,1
5.7,119,6,1,1
7.2,96,9,1,1
8.0,92,9,0,1
7.1,97,7,0,0
8.4,88,4,0,0
5.9,128,8,1,0
7.6,116,10,1,1
5.6,97,6,1,1
9.2,110,10,1,1
8.9,96,5,1,1
9.2,82,10,0,1
6.1,110,4,0,0
8.3,124,10,0,0
9.9,128,8,0,1
8.5,138,10,1,1
6.5,109,6,1,0
6.1,134,7,0,1
5.9,93,9,0,1
9.0,126,10,0,1
9.2,91,4,1,0
9.4,90,9,1,1
9.2,106,7,1,1
8.4,144,7,0,1
7.4,144,7,0,1
6.1,85,4,0,1
9.5,115,4,1,1
8.1,125,8,0,1
7.8,96,8,0,0
9.0,90,7,1,1
9.8,91,6,1,1
7.3,86,5,0,0
5.1,139,6,1,1
7.1,132,4,0,1
7.3,111,4,1,0
5.0,122,5,1,1
8.2,133,9,1,1
7.6,140,7,1,0
8.5,107,5,0,0
5.9,132,9,0,1
7.2,97,9,1,1
9.7,144,9,1,1
5.8,144,4,1,1
9.8,135,6,1,1
8.8,134,5,0,0
5.3,141,8,0,1
9.5,124,10,0,1
8.1,93,7,0,0
8.7,131,4,0,1
6.7,101,10,1,1
7.0,118,5,0,0
5.8,88,6,0,0
5.9,142,5,0,0
5.3,97,10,0,1
6.6,145,9,0,0
6.1,116,6,1,0
9.6,138,5,1,1
7.8,102,8,0,1
6.4,128,10,0,1
9.3,104,5,1,1
5.3,101,6,0,0
7.3,131,8,0,0
7.3,133,5,0,1
8.4,138,5,0,1
9.3,137,7,0,1
8.3,106,7,1,1
6.1,108,6,0,0
8.4,90,8,0,0
7.4,88,5,0,0
7.5,106,7,0,1
6.0,110,7,1,0
5.1,113,8,0,0
9.3,103,7,1,0
7.7,107,10,0,1
5.5,118,4,0,0
8.1,105,9,1,1
7.2,84,5,0,1
8.8,98,7,1,1
7.9,101,10,0,1
5.8,129,4,0,0
8.2,114,5,0,1
8.8,143,5,0,1
7.7,122,6,0,1
5.9,128,9,1,1
5.1,111,5,1,0
5.9,91,4,0,0
8.0,109,5,1,0
9.8,96,8,1,1
7.0,125,9,0,1
6.4,113,6,0,0
9.8,126,9,1,1
7.2,126,6,0,1
9.4,94,4,1,1
5.3,99,7,1,1
5.3,98,9,1,0
5.9,106,8,0,0
9.0,136,8,0,1
9.8,124,9,1,1
8.7,137,5,0,1
9.0,138,8,1,1
8.8,92,7,0,0
8.0,87,6,1,0
9.1,113,10,0,1
9.1,134,5,0,1
7.0,124,8,1,1
9.4,137,8,0,1
5.2,129,9,0,1
6.1,116,7,0,0
6.4,113,9,0,1
7.4,120,4,0,1
9.9,96,8,0,1
7.3,144,10,0,1
8.1,86,10,0,1
7.0,141,10,0,1
5.9,93,6,0,1
9.7,90,7,1,1
9.3,123,10,1,1
7.1,101,4,1,1
8.2,113,6,1,1
8.0,82,10,1,1
7.0,85,8,0,0
8.7,106,6,1,1
5.7,134,9,0,1
8.2,129,10,0,1
7.1,142,9,0,1
8.5,133,7,0,1
7.9,137,7,1,1
6.6,133,4,0,1
10.0,85,10,1,1
8.7,141,4,0,1
8.5,113,9,1,1
5.9,129,4,0,1
7.8,98,5,0,1
6.2,132,8,1,1
7.5,87,8,0,1
8.6,106,9,1,1
7.7,84,8,0,1
7.2,81,8,0,0
5.7,83,9,1,1
9.0,128,5,0,1
5.2,127,4,0,0
6.2,132,8,0,0
7.4,145,10,1,1
5.3,100,8,0,0
6.9,138,9,1,1
8.0,135,4,1,1
7.3,81,7,0,0
7.8,133,5,0,1
6.5,134,5,0,0
5.6,87,6,1,1
7.3,92,8,0,1
9.4,85,4,1,1
5.4,116,5,0,0
9.6,91,9,0,1
9.1,128,8,0,1
5.8,136,9,1,1
5.6,101,4,0,0
8.2,95,8,0,1
5.4,139,7,0,1
8.3,104,6,1,1
7.2,136,5,1,1
5.5,143,6,0,1
5.5,144,10,1,1
9.7,127,6,1,1
8.1,141,5,1,0
7.9,142,10,1,1
7.9,123,4,1,1
8.5,99,4,0,1
7.1,133,5,0,0
7.3,89,9,0,1
7.9,104,10,1,1
5.4,105,9,1,1
8.4,142,4,0,1
7.8,137,9,0,1
8.2,93,10,1,1
5.3,89,6,1,1
8.7,112,5,0,1
5.1,111,6,0,1
5.3,92,4,0,0
5.9,127,5,1,1
6.5,119,7,0,0
8.2,108,7,1,1
9.4,138,6,1,0
7.0,105,6,0,0
8.9,131,5,1,1
8.2,84,5,1,0
6.3,95,8,0,1
9.9,122,10,1,1
6.7,89,6,0,0
7.3,85,5,1,1
8.4,89,8,1,1
7.0,101,6,0,1
6.5,109,7,1,1
5.5,127,6,0,1
6.4,115,8,0,1
9.0,133,8,1,1
6.1,92,8,1,1
8.2,125,8,1,1
9.9,83,7,1,1
9.2,143,6,0,1
8.1,97,6,0,1
6.8,91,4,0,1
6.5,140,6,1,1
6.8,91,8,0,0
8.2,89,9,0,1
6.9,142,7,0,1
6.3,106,7,0,1
8.1,104,8,0,1
9.4,92,6,1,1
8.7,121,4,0,1
9.2,85,5,1,1
5.5,127,8,0,1
6.7,80,7,0,1
5.6,133,6,1,0
5.3,138,9,1,1
7.6,118,9,0,1
6.1,84,5,0,0
7.6,86,6,1,1
5.9,143,8,1,1
7.4,138,10,0,1
7.6,144,4,1,1
8.4,112,9,0,1
9.8,113,6,0,1
9.4,83,7,1,1
8.7,145,8,1,1
7.0,141,7,0,1
9.9,126,5,0,1
6.2,97,5,0,1
7.4,97,8,1,1
7.7,123,4,0,1
9.9,96,9,1,1
7.2,84,9,0,1
5.1,106,7,0,0
5.5,92,6,1,0
6.4,134,4,0,0
8.8,83,10,0,1
6.9,137,10,0,1
8.2,119,8,0,1
9.2,91,7,0,1
6.2,114,9,0,1
7.5,124,4,1,1
5.7,90,6,0,0
9.7,143,5,0,1
7.3,143,9,1,1
7.0,121,8,0,1
9.4,115,9,1,1
9.0,119,7,1,0
5.2,85,8,0,0
7.7,114,7,0,1
5.5,95,6,1,0
5.4,89,9,0,0
6.7,83,7,0,0
7.9,114,4,0,0
5.5,86,6,0,0
8.4,138,8,0,0
5.2,128,5,0,1
9.0,139,6,0,1
6.1,128,6,1,1
5.9,86,5,1,1
9.9,102,5,0,1
9.1,135,8,1,1
8.4,138,7,0,1
9.1,129,5,1,1
5.2,144,5,0,0
6.0,142,5,0,0
5.4,125,5,1,1
6.5,98,9,0,1
5.9,80,4,1,1
7.9,112,10,1,1
9.8,130,9,0,1
7.6,105,8,1,1
6.7,103,7,0,1
10.0,94,7,1,1
7.1,131,8,1,1
9.0,119,9,1,1
9.0,137,6,0,1
7.3,102,8,0,1
6.3,145,5,0,1
8.6,114,5,1,1
5.7,145,5,0,1
6.7,99,5,0,0
6.9,114,9,1,1
9.1,131,7,1,1
7.7,103,4,0,0
7.4,135,10,0,1
7.8,107,4,0,0
9.1,134,5,1,1
6.9,144,9,0,1
6.4,139,4,0,0
7.4,85,8,0,0
7.4,116,7,0,1
7.0,111,6,1,1
5.2,127,10,0,1
6.7,96,9,0,0
5.6,119,5,1,0
6.8,102,8,0,0
8.4,102,6,0,1
8.4,129,7,0,1
8.6,89,8,1,1
5.6,80,8,1,1
6.4,138,7,0,1
7.4,135,5,0,1
9.1,97,6,1,1
7.6,131,8,1,1
9.4,126,7,1,1
6.2,96,6,0,1
6.1,107,6,1,1
7.9,98,7,0,1
9.0,112,6,1,1
8.6,103,6,1,0
5.4,128,6,0,1
6.9,117,8,0,1
8.6,135,5,1,1
5.6,138,6,0,1
5.9,86,8,0,1
6.9,122,6,0,1
9.4,106,9,1,1
5.9,126,6,0,1
5.8,141,4,1,1
9.9,110,7,1,1
5.2,129,4,0,1
6.1,112,7,0,1
7.1,113,8,0,0
6.8,103,6,0,1
9.4,111,5,0,1
8.1,119,7,1,1
5.5,82,6,1,0
6.9,108,4,0,1
7.0,93,9,0,1
6.8,95,8,1,1
7.8,145,5,0,1
6.2,91,6,1,0
7.5,107,6,1,1
5.1,83,4,0,1
9.7,135,8,1,1
8.7,107,7,1,1
8.6,137,4,1,1
6.8,112,8,0,1
7.2,91,6,0,1
5.9,143,7,1,1
5.2,111,8,0,0
6.4,117,9,1,1
9.7,106,10,1,1
9.4,131,4,0,1
8.6,141,7,0,1
5.4,82,4,1,1
6.3,91,10,1,1
5.2,127,6,0,1
7.3,83,9,0,0
8.6,97,9,1,1
6.3,138,9,0,0
8.5,121,7,1,1
7.3,95,7,1,1
7.8,122,8,1,1
7.1,144,7,1,1
5.0,88,8,1,1
8.7,143,4,1,1
7.6,114,5,0,0
9.0,136,10,1,1
8.0,109,6,0,1
7.0,143,5,1,1
7.0,91,6,1,1
5.9,115,4,0,0
6.8,145,6,1,1
9.9,123,6,1,1
7.6,110,9,0,1
6.3,131,9,0,1
5.8,114,9,0,1
9.5,97,6,1,1
10.0,98,8,1,1
6.9,136,8,0,1
8.2,89,7,0,1
8.5,116,9,1,0
9.4,141,7,0,1
8.4,124,5,1,1
8.4,133,7,0,1
7.1,141,5,0,1
7.0,91,6,1,1
7.5,100,10,1,1
8.0,99,10,1,0
10.0,129,5,1,1
5.1,94,7,0,0
9.9,81,4,1,1
5.5,119,5,0,1
10.0,133,9,0,1
7.2,114,5,0,0
7.8,122,5,1,1
5.1,136,5,1,1
7.6,143,10,1,1
8.7,118,8,1,1
5.8,88,8,1,0
5.5,105,8,0,0
7.0,93,7,0,1
8.0,102,5,1,0
9.2,113,8,1,1
7.7,94,6,0,0
7.1,116,7,0,1
7.7,108,10,0,1
5.8,115,8,1,1
9.3,137,9,1,1
6.9,87,7,0,1
6.3,140,8,0,0
9.1,135,6,0,1
7.2,115,5,1,1
5.2,87,8,0,1
8.7,102,5,1,1
8.9,110,4,0,1
7.1,129,8,1,1
8.9,119,10,1,1
5.7,96,4,0,0
5.6,95,8,0,1
5.3,82,8,0,1
5.4,102,7,1,1
5.4,113,9,0,1
5.5,133,5,0,1
6.9,145,10,0,1
8.0,106,9,0,1
6.6,83,6,0,0
9.4,83,5,1,1
6.1,141,6,1,1
6.1,130,6,0,1
6.4,135,7,0,1
9.0,128,9,0,1
8.4,80,8,1,1
9.6,138,5,0,0
9.1,95,6,1,1
8.6,122,9,1,1
9.1,121,5,1,1
7.4,86,4,0,0
5.0,145,4,0,0
9.6,89,10,0,1
9.8,87,8,0,1
5.9,136,6,0,0
6.6,140,5,0,1
9.5,95,7,1,1
9.9,104,10,1,1
9.2,101,10,0,1
8.2,130,7,0,1
8.5,119,7,1,0
6.1,108,8,0,1
5.5,102,9,0,1
5.5,135,5,0,1
6.7,126,8,0,0
8.6,96,8,1,1
5.1,86,10,1,1
8.9,98,9,0,1
9.7,95,6,0,1
8.4,135,9,0,1
5.9,86,8,1,1
8.3,130,8,0,1
6.1,138,10,1,1
7.4,97,8,0,1
8.6,114,6,1,1
8.6,101,7,1,1
8.2,134,5,1,1
6.8,98,9,0,0
5.0,85,5,0,0
6.7,111,6,0,1
6.1,130,7,1,1
7.9,110,8,0,1
9.2,140,5,1,1
5.5,122,9,0,1
7.5,112,7,1,1
5.3,86,6,0,1
9.4,105,5,1,1
5.9,92,8,0,0
9.6,124,9,0,1
7.2,142,8,0,1
9.5,97,6,1,1
9.6,137,9,1,1
7.0,128,8,0,1
8.2,98,6,0,0
5.9,85,8,0,0
5.7,131,4,0,1
8.0,92,7,0,1
6.5,133,9,0,1
8.6,118,6,1,1
5.8,110,4,0,0
5.5,88,6,0,0
8.1,95,9,0,0
7.0,139,9,0,1
7.0,81,7,1,1
8.2,122,9,1,1
5.8,129,5,0,1
5.5,103,10,0,0
9.7,120,6,0,1
5.6,135,8,0,1
6.9,114,7,0,0
9.5,97,4,1,1
5.1,105,6,0,0
7.7,108,5,0,1
6.5,110,6,0,0
9.7,126,5,1,1
8.7,112,9,1,1
8.8,112,8,1,1
8.7,135,8,1,1
8.5,85,6,1,1
9.3,114,10,1,1
8.9,90,6,1,1
9.7,119,6,0,1
9.0,124,8,0,1
5.6,112,6,0,0
7.0,80,6,0,0
5.5,89,10,0,1
7.5,92,7,0,1
9.0,134,5,1,1
8.2,82,9,0,1
5.1,132,6,0,0
7.6,112,8,0,1
8.2,108,8,0,1
5.3,120,8,0,1
7.2,92,7,0,1
9.0,122,5,1,1
7.0,96,4,0,0
9.9,99,8,0,1
9.1,99,6,1,1
6.8,80,8,0,1
7.9,127,7,1,0
9.7,111,10,1,1
7.5,115,6,0,1
6.6,115,5,1,1
8.5,145,7,1,1
5.1,85,9,0,1
7.9,131,10,1,1
6.6,101,6,0,0
9.1,127,4,1,1
9.2,105,10,1,1
9.8,131,8,0,1
9.5,83,9,0,1
9.9,90,4,0,1
7.5,80,8,1,1
9.6,94,10,1,1
9.8,97,7,0,1
5.4,105,6,0,0
7.1,127,7,1,1
8.3,114,9,0,1
9.1,89,7,1,1
6.9,137,9,1,1
8.2,94,10,0,1
7.6,110,7,1,0
9.4,96,5,1,1
6.2,117,9,1,1
6.7,134,10,0,1
6.3,134,7,1,1
9.4,104,9,0,1
6.7,124,5,0,1
8.1,123,6,1,1
9.6,96,8,0,1
5.2,93,8,0,0
6.3,139,8,0,1
7.2,116,5,1,1
8.9,142,9,1,1
5.9,102,6,0,0
5.1,92,6,1,1
6.5,93,6,0,1
6.7,87,7,1,1
8.3,122,5,1,1
7.4,125,8,1,1
9.9,88,4,0,1
8.5,88,6,1,1
6.5,132,5,1,1
9.2,132,10,1,1
5.0,105,5,0,0
8.3,112,9,0,1
6.0,130,6,0,0
5.5,97,6,0,0
6.3,116,8,0,1
9.9,86,5,0,1
9.9,129,5,1,1
8.3,129,5,0,1
7.6,145,10,1,1
8.4,111,8,0,1
8.3,137,8,0,1
9.8,113,4,1,1
9.8,80,8,0,1
8.5,103,5,0,1
7.2,94,7,0,1
9.5,107,7,1,0
6.3,96,5,1,1
8.7,143,4,1,1
6.2,107,9,1,1
8.9,144,4,0,1
8.6,88,6,0,0
6.0,137,7,0,1
9.6,81,6,0,0
5.9,126,9,0,1
6.2,89,6,0,0
6.6,122,7,0,0
5.5,134,6,0,0
6.6,82,5,1,0
9.5,111,8,1,1
9.3,132,8,0,1
6.6,91,6,0,0
5.3,129,4,0,1
5.3,137,8,0,1
9.7,122,8,1,1
8.3,110,4,1,1
9.8,128,4,1,1
9.0,120,4,0,1
6.0,135,7,0,1
6.8,134,9,1,1
9.8,138,5,0,1
6.6,83,6,1,1
7.2,85,9,1,1
9.2,108,8,1,1
6.2,91,7,0,0
8.2,83,8,0,1
5.8,94,8,0,0
7.9,118,9,1,1
7.5,88,6,0,1
6.8,123,6,1,1
9.5,117,7,1,1
9.3,113,10,1,1
9.0,91,9,1,1
9.4,134,10,0,1
5.6,101,9,1,1
8.5,105,10,1,1
5.0,109,8,0,0
5.4,86,4,1,0
5.7,130,8,1,1
9.1,127,5,0,1
6.5,124,9,1,1
6.1,88,4,0,0
5.4,102,8,1,1
8.3,124,6,1,1
6.3,105,7,0,0
8.9,101,9,1,1
6.3,140,9,1,1
9.2,116,8,0,1
6.2,122,5,1,1
8.4,122,7,0,0
5.3,138,5,0,0
7.9,141,5,1,1
6.2,140,5,0,0
5.8,134,8,0,0
5.9,110,10,0,1
8.5,136,5,0,1
8.0,125,4,0,1
8.7,117,5,0,0
8.7,128,7,1,1
5.6,127,9,1,1
5.9,81,9,0,0
9.3,119,5,0,1
7.2,141,7,0,1
7.8,131,8,0,1
8.7,107,6,1,1
8.9,83,5,1,1
9.3,81,7,0,1
7.8,141,5,0,1
6.2,144,9,1,1
5.4,138,4,1,1
6.0,144,7,1,1
7.6,121,7,1,1
5.0,140,8,0,1
8.1,84,9,0,0
6.4,91,9,1,1
7.7,132,5,0,1
8.1,136,8,1,1
7.5,144,6,0,1
7.8,103,7,0,0
5.8,116,6,1,1
7.0,112,9,0,1
9.4,124,6,0,1
10.0,85,8,1,1
9.6,145,8,0,1
7.9,96,7,0,1
8.9,140,7,1,1
7.0,140,7,0,1
7.6,89,10,0,1
5.4,88,9,0,0
5.1,97,10,1,1
8.4,138,7,1,1
7.3,107,9,1,1
7.7,131,7,1,1
6.7,88,5,1,0
7.2,141,5,0,0
6.7,81,9,0,0
6.6,88,9,1,1
5.0,132,8,0,1
9.9,114,7,1,1
8.8,136,5,0,1
5.2,81,7,0,0
9.5,143,10,1,1
5.0,134,10,0,0
8.8,110,5,0,1
5.1,127,5,0,0
5.2,114,10,0,0
9.8,101,7,0,0
8.6,145,5,1,0
7.9,85,5,0,1
9.7,118,7,0,1
9.7,120,6,0,1
7.8,87,6,1,1
9.3,97,8,0,1
8.4,95,5,0,0
7.9,124,7,1,1
8.3,135,9,1,1
9.8,137,5,1,1
7.5,124,10,1,1
9.0,125,6,0,0
7.0,88,7,0,1
9.4,84,7,0,1
7.8,141,9,0,1
7.5,108,7,1,1
5.6,86,9,0,0
7.8,145,7,1,1
6.8,112,6,1,1
6.3,84,4,1,1
6.2,105,8,0,1
5.2,121,7,0,1
6.8,86,5,0,1
8.7,92,8,0,0
9.7,92,4,1,1
5.2,128,9,1,1
8.6,94,10,0,1
8.9,130,4,0,1
6.4,130,8,0,1
6.7,123,4,0,1
7.3,131,7,1,1
5.1,132,5,0,1
7.8,92,8,1,1
7.1,136,8,0,0
9.5,103,6,0,1
6.5,115,10,0,1
8.8,88,9,0,1
9.5,105,8,0,1
6.2,92,6,0,0
6.3,108,5,0,0
8.2,119,9,1,1
9.5,94,5,1,1
5.5,140,5,0,0
6.6,134,9,0,1
6.1,131,8,0,1
9.2,96,6,1,1
5.7,131,8,1,1
6.1,84,5,0,1
8.9,84,7,0,1
7.4,114,7,1,0
8.7,139,8,0,1
6.1,100,9,0,0
8.0,105,9,1,1
9.6,101,9,1,1
6.4,113,7,1,0
7.6,110,6,1,1
8.4,121,8,0,1
7.4,120,10,0,1
6.8,145,4,0,1
5.9,110,5,0,0
8.0,145,5,0,1
7.0,137,10,1,1
6.3,142,5,0,1
5.5,138,10,1,1
9.6,105,8,0,1
6.8,123,9,0,1
6.4,122,9,0,1
5.4,118,8,1,0
10.0,81,6,1,1
6.5,108,9,0,1
7.8,113,7,1,1
8.9,97,8,1,1
6.4,131,9,0,0
9.0,145,6,1,1
8.1,106,9,0,1
9.9,105,8,0,1
6.7,136,9,0,0
9.6,109,8,1,1
9.1,92,9,1,1
5.5,81,6,0,0
5.1,82,10,1,1
9.3,113,4,1,0
6.5,136,6,0,1
8.5,104,8,0,1
7.9,97,6,0,0
9.8,99,6,0,1
5.7,133,10,1,1
9.3,138,4,1,1
9.8,91,9,0,1
6.1,107,4,0,0
9.9,103,4,0,1
7.0,136,8,1,1
9.1,137,7,1,1
9.1,97,4,0,1
9.8,112,9,1,1
6.5,83,7,1,0
7.3,142,9,0,1
8.1,119,5,0,1
8.2,105,7,0,1
7.1,107,5,1,0
10.0,119,9,1,1
8.2,91,6,1,1
9.2,85,9,0,1
6.9,120,8,1,1
7.6,144,6,1,1
6.6,137,6,1,1
9.3,134,7,0,1
9.5,94,9,1,1
8.0,131,10,0,1
10.0,122,7,0,1
9.2,120,6,0,1
8.1,121,5,0,1
9.3,107,10,0,1
9.6,125,7,1,1
9.2,100,8,1,1
9.7,140,5,1,1
8.8,100,6,0,0
6.4,126,6,0,1
9.4,114,7,0,0
8.6,87,7,0,0
7.3,88,7,1,1
7.1,108,10,0,1
5.3,133,5,0,0
9.7,133,10,1,1
8.3,118,9,1,1
6.0,121,7,0,1
7.7,92,8,0,0
7.6,115,9,0,1
7.3,104,5,0,1
6.6,124,4,0,0
6.8,81,8,0,0
7.2,85,10,0,0
7.1,82,5,0,0
5.6,119,4,0,0
8.1,129,4,0,1
8.7,80,5,1,1
6.9,115,9,0,1
7.8,89,4,1,1
7.4,102,5,0,1
9.5,94,7,0,1
5.2,90,6,1,0
7.7,114,4,1,1
9.3,141,9,1,1
9.4,132,8,1,1
7.8,127,8,1,1
5.0,126,9,0,1
7.4,102,4,0,1
5.1,97,4,0,0
6.7,140,9,0,1
8.9,133,7,0,1
5.3,126,6,0,1
5.9,109,9,0,0
6.8,145,7,0,1
6.8,144,9,1,1
7.6,139,10,1,1
5.3,139,10,0,1
7.8,132,4,1,1
8.9,136,5,1,1
8.8,117,8,0,0
5.9,112,5,0,1
6.3,94,7,0,0
